cleaned_text,label
dah shopee sama bca tf shopeepay uangnya masuk masuk saldo potong mayan men k biasanya langsung masuk saldo,negatif
jugaga masukk,negatif
duh sama padahal mutasi mbanking berhasil,netral
halo kak aku problem sama kira lapornya,negatif
sama masuk topup,positif
shopeepay eror pas lapernya wtf bagaimana nih topup kali gamasuk semua kamu duit akuuu,negatif
aku top up bank mandiri shopeepay masuk saldonya resi mandiri keterangannya berhasil saldonya masuk shopeepay pls banget aku butuh buat bayar kas dikejarkejar terus pls banget masuk saldonya,negatif
aku antrian,positif
berarti kendala shopee kali kak soalnya beda bank,positif
topup saldo shopeepay bank mandiri kok masuk masuk yah,positif
min cek dm aku barusan topup shopeepay x via livin mandiri status topup livin berhasil sekarang saldo shopeepay nambah gimana nih min,negatif
kok aku top up bank mandiri shopeepay masuk yah saldonyaa resi mandiri keterangan berhasil shopeepaynya masuk saldonya plssss tlong banget aku top up buat bayar kas dikejarkejar teruss,negatif
sama transaksi x masuk padahal urgen mana banyak lagii chat antrean,netral
yuk ges ikutan,positif
fitur favoritku tarik tunai memungkinkanku menarik uang tunai saldo shopeepay atm minimarket memiliki kartu debit sangat membantu membutuhkan uang tunai segera,positif
fitur favoritnya transfer ewallet amp pulsa tagihan buat transfer ewallet jadi lebih mudah amp gratis biaya admin suka buat beli pulsa amp token listrik follow yuk,positif
qris merchant pencairan hari baru cair laporan terus shopee nya berkali dana tertahan kalo merchant lainnya selalu aman dibayar tepat waktu hari cair kpd pihak,negatif
kaaa balik pulih saldo nya,negatif
iklan kalian sering masuk beranda hape kurang kerjaan mengganggu banget iklan kalian anjing,negatif
scan qris aku anaknya suka ribet sabaran sering banget lupa bawa dompet sangking padatnya aktivitas sehari hari semenjak fitur shopeepay scan qris perlu worry kalo mau transaksi,negatif
neh bantu list pak perusahaan jadi penyakit masyarakat monggo klo mau nambahin biar membantu pak presiden sekian terima kasih,negatif
hi kak maaf terkait kendala pesanan kamu alami aku bantu pengecekan kendala kamu mohon menghubungi aku melalui dm yaa terima kasihpt,negatif
hai kak jangan khawatir aku langsung meluncur dm kamu nihh mohon kesediaannya menunggu sehat selalucn,negatif
aku top up saldo shopeepay bank beberapa jam lalu masuk,positif
hai kak maaf buat kamu nyaman terkait kendala kamu alami aku bantu yuk infoin aku detail kendala kamu dm social media sehat selalu gs,negatif
min beli pulsa muncul notif mau chat cs muncul notif berikut,negatif
cek dm min,netral
hi kak maaf terkait kendala pesanan kamu alami aku bantu pengecekan kendala kamu mohon menghubungi aku melalui dm yaa terima kasihpt,negatif
curi data darimana,netral
stop spam telfon bersangkutan nyantumin nomor jadi kontak darurat jadi kalian nomor darimana,negatif
con min,positif
hai kak birthfvenus jangan khawatir aku langsung meluncur dm kamu nihh mohon kesediaannya menunggu sehat selalu wb,negatif
buruan dah cek out jerseynya,negatif
malah jadi keinget top up shopee pay sekarang isi pdhal tarik rekening nyalumayan sekali rebu mah jujur cape ngurus lewat cs apk kamu bermasalah malah saldo tilep,negatif
qris memudahkan segala macam pembayaran cepat ayo ikutan,positif
berlaku buat top up ny lewat idm kok tdi aku tetap kena biaya admin rb,netral
fitur transfer antar bank berguna sekali kali mau kirim uang sama ibu perlu antri atm terdekat,netral
buruan dah cek,negatif
fitur favoritku scan qris alasannya memudahkanku melakukan pembayaran transaksi jadi cepet ribettt ikutan yuk,positif
fitur favoritku scan qris alasannya memudahkanku melakukan pembayaran transaksi jadi cepet ribettt ikutan yuk,positif
buat nonton timnas lawan bahrain cek dah keburu abis,negatif
fitur transfer sangat membantu transfer jadi mudah cepat bank ewallet definis santai sekali pakai,positif
fitur qris lebih nyaman mudah cepat,positif
fitur shopeepay favoritku scan qris bikin aku mudah belanja,positif
shopee sekarang banyak menekan seller mulai biaya admin tinggi amp peraturan bertele tak ayal tak pungkiri seller lebih nyaman ecommerce,negatif
fitur favoritku shopeepay qris fitur sering ku pakai sekarang kebutuhan pembayaran aku lebih milih pakai uang tunai pakai qris lebih praktis tingkat keamanannya terjamin,positif
fitur top up pulsa data internet amp tagihan harganya murah pastinya cashback yuk ikutan,netral
cek dm apa apaan minimal biaya admin,negatif
fitur favoritku qris sangat bermanfaat sekali keseharianku kalo mau beli makanan apapaun tiap merchant jadi lebih mudah praktis cepat andalan sekali emang shopeepay,positif
hai kak maaf banget buat nyaman terkait menggunakan metode pembayaran spaylater aku infoin pastikan kakak selalu membayar tagihan tepat waktu aku bantu pengecekan detail kendala melalui dm sosial media ditunggusv,negatif
fitur qris favorite sih memudahkan banget kalau pas keluar bawa uang cash bayar jadi cepat tinggal scan ajah lgsg beres ditambah sekarang tarik tunai indomaret makin keren ajah,netral
fitur qris favorite sih memudahkan banget kalau pas keluar bawa uang cash bayar jadi cepat tinggal scan ajah lgsg beres ditambah sekarang tarik tunai indomaret makin keren,netral
fitur qris favorite sih memudahkan banget kalau pas keluar bawa uang cash bayar jadi cepat tinggal scan ajah lgsg beres ditambah sekarang tarik tunai indomaret makin keren ajah,netral
petunjuknya,positif
bismillah semoga rejeki,netral
fitur favorit aku pastinya qris dong metode pembayarannya mudah cepat pokoknya satset sekali deh terdebest sih,positif
wihh keren sekali sihh,negatif
dong toko sering pasang promo barang pernah kirim selalu cancel lebih baik tutup lama bikin orang malas belanja kalau promo barang pernah kirim,negatif
jual vacuum cleaner linknya klik langsung terhubung shopee,negatif
fitur qris salah satu favoritku sering aku gunakan mantap sekali bertransaksi ribet mudah cepat praktis sering promo diskon cashback jadi idaman aku pokoknya yuk ikutan guys,positif
fitur qris salah satu favoritku sering aku gunakan mantap sekali bertransaksi ribet mudah cepat praktis sering promo diskon cashback jadi idaman aku pokoknya yuk ikutan guys,positif
qris manfaatnya lebih mudah bertransaksi lebih aman,netral
fitur shopeepay favoritku qris fitur paling banyak membantuku fitur sering kupakai metode pembayaran mudah cepat aman jadi pilihanku aku suka fitur,positif
fitur scan qris aplikasi shopeepay kali transaksi merchant pilihan cashback harinya ayo ikutan,netral
minn yaa transfer payment,positif
tadi melakukan isi saldo shopeepay via transfer bank gopay transfer berhasil sisi gopay saldo masuk shopeepay ternyata memenuhi minimal transfer saldo,negatif
fitur qris jauh lebih gampang efisien perlu membawa uang cash kemanamana,netral
fitur qris memudahkan membayar transaksi belanja aku fitur sering banyak promo membuat belanja aku lebih hemat,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun tinggal sat set pakai ribet aman kalo promonya makin mantap betul deh,netral
fitur shopeepay favoritku qris sih soalnya mau bayar apapun tinggal sat set pakai ribet aman kalo promonya makin mantap betul deh,netral
gampang kalo mau jajan tinggal qris transfer uang biaya tambahan banyak promo menggunakan shopeepay shopee yuk ikutan,negatif
fitur shopeepay favoritku qris pembayaran jadi lebih mudah simpel ribet,positif
memilih shopeepay alat pembayaran mendapatkan cashback berupa koin mendapatkan voucher promo seller,negatif
aku suka jajan fitur favorit shopeefood semua jajanan promo shopeepay tuh manfaatnya banyak bnget buat transaksi transfer beli pulsa token pastinya buat cekout shopee,positif
fitur qris paling favorit sih qris aku merasakan kemudahan bertransaksi ribet jadi makin lebih cepet efisien ️️ yuk ikutan guys ️,positif
fitur qris paling favorit sih qris aku merasakan kemudahan bertransaksi ribet jadi makin lebih cepet efisien ️️ yuk ikutan guys ️,positif
fitur isi pulsa bayar tagihan sangat membantu buat aku mageran mau konter merchant pembayaran tagihan sat set no ribet no drama² satu aplikasi langsung beres yuk pakai,positif
fitur favoritku bayar pakai qris jadi lebih mudah banyak promonya,positif
fitur favoritku ️ fitur pembayaran aplikasi shopee tinggal isi saldo shopeepay bebas checkout kapanpun ribet alias satset sekali terus promo vouchernya banyak banget ikutan ykuy,positif
fitur favoritku ️ fitur pembayaran aplikasi shopee tinggal isi saldo shopeepay bebas checkout kapanpun ribet alias satset sekali terus promo vouchernya banyak banget ikutan yuk,positif
fitur qris jadi favoritku praktis serba bikin transaksi harian lebih efisien cukup scan qr amp aku bayar mana perlu repot bawa uang tunai caricari kembalian,positif
fitur aplikasi shopeepay favoritku qris praktis penggunaannya,positif
fitur aplikasi shopeepay favoritku scan qris memudahkan pembayaran manapun,positif
fitur gratis transfer bank praktis bebas biaya admin sat set,netral
fitur shopeepay favoritku scan qris bikin aku mudah melakukan pembayaran,positif
cara cepat acc bagaimana soalnya aku punya ditolak mulu,negatif
diem kamu penipu,negatif
hi kak maaf buat kamu nyaman terkait kendala kamu alami aku bantu lebih lanjut infoin detail kendala ss halaman terkendala melalui dm aku tunggu kak cj,negatif
halo mana ni direspon dmnya,negatif
suka bangat sama fitur transfer gratis buat hemat kantong terkuras ayo ikutan sobat,netral
aku paling suka fitur qris min mudah sekali mau bayar apapun tinggal scan mantap sekali dah,positif
fitur pembayaran shopeepaylater pakai shopeepay minim bunga fitur sat set sekali yuk ikutan berkembang pesat,netral
fitur favorite ku shopeepay transfer bank gratis sangat bermanfaat sekali aku selalu melakukan pembayaran apapun via transfer biaya admin hemat waktu hashtag,positif
fitur aplikasi shopeepay favoritku pastinya gratis transfer biyaya bank manapun gratis transfer sesama ewalet transfer memakai qris memudahkan transaksi aman nyaman ribet,positif
fitur top up pulsa amp data internet murah selalu cashback jd prlu keluar rumah beli pulsa santai rumah jaga anak,positif
woi gimana sih kocak memuat fitur mulu giliran top up shopeepay giliran mau dipakai ditarik atm memuat fitur sejam lebih jelek banget sistemnya perbaikinlah mau ngadu cs memuat fitur kamu gamau dipakai apa gimana sih emosi,negatif
fitur shopeepay favoritku qris memudahkanku membayar berbagai macam transaksi ribet aman cepat,positif
hai kak jeajaudah kendala kakak ditangani lebih lanjut kakak silakan menghubungi chat maya aplikasi myxl livechat web terima kasih menghubungi twitter myxlcare,negatif
dm kak,negatif
saldo shopeepay terdeteksi aplikasi myxl huhu,negatif
sama biaya penanganannya kak kemarin malem aku co pakai nominal pas kok,negatif
fitur shope pay favoritku transfer bank amp ewallet memudahkan sskali sedang keperluan,positif
menikmat fitur transfer gratis batas bank mana kapan selama jam tak pakai fitur scan qris merchant pilihan mendapatkan cashback menarik,negatif
fitur transfer bank sesama pengguna shopeepay dikenakan biaya admin proses cepat mudah kesalahan pengisian data rekening proses transfer otomatis dibatalkan,negatif
fitur qris selalu banyak promo potongan harga jadi belanja puas,positif
fitur qris selalu banyak promo potongan harga jadi belanja puas,positif
adminnya y,positif
fitur favorit alias sering aku gunain scan qris sendiri bikin payment merchant onlineoffline makin satset aman pastinya ohiya satu suka banyak promo jugaa,positif
fitur gratis transfer bank terbantu sekali fitur hemat dikenain biaya admin suka promonya,negatif
beli voucher beli makanan minuman fitur shopeepay sekitarmu melalui aplikasi shopee bayar kasir merchant redeem vouchernya amp bayar pakai qris shopeepay cashback otomatis terima,netral
oke kak jangan khawatir aku cek dm kakak satu per satu ditunggu yaa stay healthy rl,netral
transfer ewallet amp pulsa tagihan bagiku bermanfaat bnget dimanfaatkan berjualan pulsa amp top up jadi lebih praktis aplikasi lebih untung transfer apapun gratis suka banyak promo pulsa,netral
gimana deh lebih padahal saldonya kok mencukupi,netral
cek dm dong,netral
fitur pulsa tagihan amp hiburan tersedia aplikasi shopee sat set mudah membayar berbagai tagihan penting shopeepay mengunjungi gerai offline ikutan yuk,positif
qris praktis banyak promonya mudah,positif
fitur favoritku pulsa top up pulsa tiap bulan jd gampang transfer misal jalan sama temen terus pay duluan nti aku tinggal transfer lewat shopeepay buat gantinya as simple as that ikut yuk,positif
sukses selalu,positif
fitur gratis transfer bank buat aku selalu menyimpan uang shopeepay fitur sangat bermanfaat mau transfer ka bank biaya adminya sangat membantu mengurangi pengeluaran,positif
fitur gratis transfer bank buat aku selalu menyimpan uang shopeepay fitur sangat bermanfaat mau transfer ka bank biaya adminya sangat membantu mengurangi pengeluaran,positif
fitur qris kegiatan keseharian ku jadi lebih mudah anti ribet pakai qris transaksi tempat bayar digital aku perlu bawa uang cash dong keren sekali lohh,netral
fitur favoritku qris dong yuk,positif
kak,netral
haii kak maaf bikin nyaman terkait kendala kamu alami aku bantu cek infoin detail kendala kamu dm social media aku tunggu ex,negatif
bismillah semoga rejeki,netral
pembayaran melalui qr code sangat memudahkan aku pengguna melakukan pembayaran memindai qr code berbagai toko maupun mall merchant mudah aman amp pastinya bikin repot nngu kembalian,positif
shopepay thr berbagi cara seru repot siapin amplop,positif
fitur favoritku qris transfer gratis bank sangat memudahkan cepat aman transaksi harian berjalan lancar,positif
atas shopeepay anna federika dilacak gaya abis melakukan penipuan,negatif
paling suka fitur transfer ewallet transfer mana sangat praktis cukup klik langsung terkirim ikutan yuk,positif
sekarang sering memanfaatkan fitur transfer gratis biaya admin seluruh bank indonesia minimum transfer rb,netral
fitur shopeepay favoritku qris sih soalnya mau bayar apapun tinggal sat set pakai ribet aman kalo promonya makin mantap betul deh,netral
ikutan yukk temanteman,positif
fitur transfer dong soalnya mau kemanapun free jujur aku dulu tiap transaksi k k k shopeepay aku senang sekali manfaatnya banyak sekali membantu bertransaksi,positif
fitur transfer jadi favorit bikin transaksi antar teman amp keluarga bebas ribet amp biaya tambahan transfer terasa lebih hemat cocok keperluan seharihari kirim uang darurat,positif
fitur transfer jadi favorit bikin transaksi antar teman amp keluarga bebas ribet biaya tambahan transfer terasa lebih hemat cocok keperluan seharihari patungan kirim uang darurat,positif
qris lebih mudah cepat aman,negatif
semua fitur shopeepay menurutku oke semua kemudahan selalu ku dapetin kalo pakai shopeepay mau tf bank bayar satset pakai qris terus banyak promo n cashback nya top markotop deh pokoknya,positif
qris bayar jadi gampang banget,positif
qris bertransaksi jadi lebih mudah cepat,positif
ikutan yukk giveaway,positif
fitur shopeepay favoritku transfer bank fitur aku transfer uang rekening bank mana biaya admin cepet aman satsetsatset,positif
done semoga beruntung,netral
fitur shopeepay favoritku transfer bank fitur aku transfer uang rekening bank mana biaya admin uwu jadi hemat praktis kirim uang jajan adek ibuk hasil jualan ku,positif
fitur shopeepay favoritku transfer bank fitur aku transfer uang rekening bank mana biaya admin uwu jadi hemat praktis kirim uang jajan adek ibuk hasil jualan ku,positif
fitur shopeepay favoritku transfer bank fitur aku transfer uang rekening bank mana biaya admin uwu jadi hemat praktis kirim uang jajan adek ibuk hasil jualan ku,positif
transfer ewallet amp pulsa tagihan bagiku bermanfaat bnget dimanfaatkan berjualan pulsa amp top up jadi lebih praktis aplikasi lebih untung transfer apapun gratis suka banyak promo pulsa,netral
fitur shopeepay favoritku transfer bank fitur aku transfer uang rekening bank mana biaya admin uwu jadi hemat praktis kirim uang jajan adek ibuk hasil jualan ku,positif
fitur favoritku transfer ewallet bebas transfer perlu ribet,positif
transfer bank jadi my fav semakin berkembang jadi aplikasi keseharian memudahkan buah duren bekukan diberi cokelat sedap dimakan like komen dilakukan semoga hadiahnya didapatkan,positif
fitur favorit qris tentunya mudah digunakan cepat pembayaran apapun jadi sat set pakai lama,positif
tarik tunai transfer isi saldo jadi lebih mudah praktis pakai shopeepay yuk ikutan kak done all steps,positif
ternyata free nya cuma x sebulan dstrsnya bulan sama tetap kena admin isi diatas k,negatif
semoga rezeki aku kali,negatif
fitur qris salah satu favoritku sering aku gunakan mantap sekali bertransaksi ribet mudah cepat praktis sering promo diskon cashback jadi idaman aku pokoknya yuk ikutan guys,positif
fitur qris salah satu favoritku sering aku gunakan mantap sekali bertransaksi ribet mudah cepat praktis sering promo diskon cashback jadi idaman aku pokoknya yuk ikutan guys,positif
fitur qris salah satu favoritku sering aku gunakan mantap sekali bertransaksi ribet mudah cepat praktis sering promo diskon cashback jadi idaman aku pokoknya yuk ikutan guys,positif
shopeepay buat cekout buat isi pulsa buat bayar shopeefood buat token listrik lebih hemat aman,negatif
favoritku fitur pulsa amp tagihan banyak promo prosesnya cepat bermanfaat banget menghemat deh,positif
fitur bayar qris beli makanan minuman favorit cashback diskon promo tinggal qris dikasir merchant pilih mau qris pakai spaylater saldo shopeepay pokoknya pakai ribet yuk jajan apa hari,netral
favorit qris transfer tarik tunai semuanya sat set set bget secepat kilat transfer gratis pokoknya pkae shopee pay sangat mengguntungkan yuk pkae shopee pay semuanya lebih mudah mengguntungkan,positif
paling suka fitur shopeepay later checkout barang terlebih membayar kemudian hari banyak promo amp cashback khusus pengguna shopeepay later,positif
fitur transfer terfavorit gratis bank manapun perlu mikirin biaya admin,negatif
fitur transfer terfavorit gratis bank manapun perlu mikirin biaya admin,negatif
fitur favorite ku shopee shopee menjual pulsa murah banyak diskon transfer bank gratis shopee menyediakan fitur spaylater spinjam sangat senang menggunakan fitur shoppe,positif
qris memudahkan aku bertransaksi apa,positif
fitur aplikasi beli pulsa paket data tagihan internet memudahkan habis pulsa tinggal buka aplikasi shopeepay perlu warung,netral
sukaaaa semuanya tapii pelajar sihg qris sekarang kantin aku pakai qris jadi lebih mudahkan qris,netral
fitur topup tarik dana manfaat buat memudahkan pengisian saldo bertransaksi menarik dana rekening bank berguna mengelola keuangan seharihari perlu menggunakan uang tunai,positif
hai paling favorit fitur aplikasi transfer ewallet sama seabank memudahkan ku sekali mentranfer uang jajan sama arisan terus kalau pakai seabank belanja shopee lebih hemat,positif
hai paling favorit fitur aplikasi transfer ewallet sama seabank memudahkan ku sekali mentranfer uang jajan sama arisan terus kalau pakai seabank belanja shopee lebih hemat,positif
qris donk manfaatnya aman mudah sat set mau transaksi apapun oke sekali,netral
semuanya sukaaaa mo belanja online gampang mo jajan offline gampang qris na,positif
fitur favorite ku shopeepay transfer bank gratis benar benar sangat membantu aku sering menarik saldo bank fitur transfer sangat berguna keseharian ku sering transfer,positif
fitur qris lebih cepat mudah aman,positif
qris lebih cepat,netral
fitur bayar qris beli makanan minuman favorit cashback diskon promo tinggal qris dikasir merchant pilih mau qris pakai spaylater saldo shopeepay pokoknya pakai ribet yuk jajan apa hari,netral
fitur bayar qris beli makanan minuman favorit cashback diskon promo tinggal qris dikasir merchant pilih mau qris pakai spaylater saldo shopeepay pokoknya pakai ribet yuk jajan apa hari,netral
fitur favoritku qris transfer gratis bank sangat memudahkan cepat aman,positif
baik terimakasih minflip,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
fitur shopeepay favoritku qris sih soalnya mau bayar apapun cepat mudah ribet aman,positif
qris lebih cepat aman mudah,positif
fitur favorit ku bayar pakai qris sangat sangat memudahkan pembayaran satset gaperlu ribet yu ikutan,positif
mudah rezeki buat,positif
memang bikin serba satset sih banyak fitur² menarik mempermudah pembelian pulsa topup shoopepay bayar tagihan fitur favorit qris dong praktis aman amp bebas biaya penanganan,positif
fitur qris aku suka mau ribet pegang uang cash kembalian apalgi sekarang serba canggih mau beli sayur qris aplikasi shopeepaynya satset lemot,negatif
qris dong mudah aman fleksibel ketinggalan promonya,positif
fitur favoritku fitur transfer transfer rekening bank sesama pengguna shopeepay selalu gratis biaya admin batas transaksi kuy ikutan,positif
fitur shopeepay favoritku transfer bank gratis benerbener ngebantu sekali buat kirim uang kepikiran biaya admin dong praktis cepat amp bikin hemat shopeepay benar solusi keuangan efisien,positif
kemarin transaksi bank berstatus diproses kendala apa sih segera diproses,negatif
cek dm min,netral
hai kak maaf terkait kendala kakak dm kak biar aku bantu pengecekan‍️ terima kasih yono,negatif
saldo shopee pay kok gamasuk anj top up ovo kepotong berhasil coy besar banget nom nya fak,positif
ecommerce indonesia kerjanya bener apa terutama shopee tuh,netral
mana rb,positif
iyaa soalnya aku mau pakai shopeepay aneh banget sumpah saldoku cukup padahal totalnya napa si,negatif
min spaylater gua transaksi scam kayak hack akun shopee gua,negatif
ihhh kak ngeselin banget sumpah sini aku bantu tag biar cepet tindak lanjuti weh gimana shopee tanggung jawab,negatif
hai kak maaf kak bikin nyaman terkait pembelian token menggunakan voucher cashback koin masuk mimin bantu cek lebih lanjut infoin username shopee ss kendala kakak dm social media mimin tungguxl,negatif
jelek kamu,positif
sama terus,positif
mau melakukan pengaduan spaylater terkena hack,negatif
kok allah kamu posisinya seller,positif
gajian seru,positif
topup shopee masuk,positif
kak mjb kakak solusinya gimana tetep masuk saldonya,negatif
yoii dapet mulu gua shopee wkwk,negatif
rumah kelomang,negatif
punya kulkas rmh buat apaa va malah rmh sempitt wkwkw,negatif
kalo kirim koin aku kasihh buat kamu lebih ituu gimana nih shopee dah kirim koin temen,negatif
bisanya dapet jt,netral
gajelas kamu,positif
gimana caranya koin shopee sebanyak biar diruker shopee pay min,negatif
halo kak mohon maaf atas ketidaknyamanannya aku saranin kakak mencoba atur ulang fitur otentikasi sidik jari face idtouch id pengaturan keamanan handphonemu yaa kamu infoin detail kendalamu dm twitter aku tunggu nz,negatif
hi kak maaf sekali bantu cek top up paketnya mohon hubungi melalui whatsapp ketik ngobrol klik agent care kemudian pilih lainnya thanks kai,negatif
min kok aku topup shopeepay delay yaa brimo pas akun shopeepay engga,negatif
hi kak dont worry terkait kndla pd mau bayar loading terus aku saranin perbarui applikasi shopee pastiin jaringan internet stabil clear cache log out log in amp coba scr berkala dlm waktu x jam kendala dm mimin yabb,netral
mantap,netral
mau nanyananya shopeepay dm,negatif
kacau sistem kalian barang stuck harian melebihi batas maksimal estimasi barang nyampe kalo komplen bakalan tindakan emang sistem kalian ngedetect otomatis bermasalah pengiriman,negatif
terimakasih atas informasinya sobat siber berkenaan laporan tersebut harap segera melapor spkt subdit siber polda terdekat menemui kendala proses pembuatan laporan silahkan menghubungi melalui website terimakasih,negatif
filmnya cuma bioskop online btw mau nonton langsung aplikasinya pakai cashback sd rb khusus pengguna baru tanggal juli yuk cek link berikut ⤵️,negatif
halo rm nya kerja dong,positif
ketemuini ternyata kena langganan gratis ongkir hari kepotong rb wkwkw manual stop pengaturan langganan voucher nya,negatif
hati-hati hilang dimakan,negatif
gimana nih solusinya,netral
nah tengok isinya iklan joget bayar artis alokasi buat sistem akun dibenahin,negatif
ni kenapaa paket terhenti progres apa min,negatif
ntar diblokir berjemaah seller pindah platform kamu repot broyuk akun preman kaya gni ditindaak lebih tegassss yuk yuk,negatif
bagaimana min uda lebih sejam,positif
biaya dipinta parkir,netral
besok co an bnyk pol duit nya kek transparan gamau kasih shopeepay apa,negatif
salah tf balik lago,negatif
status berhasil saldo tapcash bni nambah gimana sekarang masuk saldonya,positif
hi kak maaf bikin kakak risau kakak unlink akun shopeepay kakak dulu cara buka pengaturan shopeepay amp pilih aplikasi dihubungkan shopeepaygt klik unlink kakak infoin lbh lanjut dm social media stay safe rl,negatif
hai kak mohon maaf terkait kendala bayar shopeepay mohon pastikan saldo shopeepay kakak miliki cukup lebih subtotal jumlah produk ongkos kirim biaya layanan rp biaya penanganan rp kak moga membantuvk,negatif
tf nya berapa lama dong si cancel,negatif
terimakasih atas kesempatannya,negatif
min mana cashback koin shopeepay ku lumayan min koin lho mau tiga hari lho min,negatif
kak mau turunin limit spaylater,negatif
cek dm lgi min,netral
makasih infonya,netral
pastikan sobat bri menghubungi nomor layanan resmi contact bri sabrina whatsapp akun resmi media sosial bri terverifikasi tkschesy,negatif
sobat bri mohon selalu menjaga kerahasiaan data perbankan pin username password otp cvvcvc qlola ib token jangan memberitahukan data tersebut pihak mana termasuk petugas bri,netral
hai sobat bri mohon maaf atas kendala transaksi dialami terkait kode fp tampil melebihi batasan limit harian diberikan penyedia layanan silakan konfirmasi pihak merchantpenyedia layanan pengecekan,negatif
halo coba topup transfer shopeepay brimo berkali gagal kendalanya terjadi ss nya,negatif
plis om pocer gratis ongkirnya mah bukan gratis diskon doang apaan ongkir rebu mau beli rebu doang pakai pocer tetep ongkir bukan gratis plis diskon ongkir ganti namanya plis,negatif
hi kak mohon maaf terkait shopeepay terpotong otomatis mimin bantu pengecekan infoin detail kendala kakak dm stay safejd,negatif
dihubungin cs nya kak tanya dulu,negatif
alhamdulillah kalo salah nomor virtual kemungkinan balik yah kak,negatif
aku masuk kak ternyata rekeningbarusan cek rekening ternyata,negatif
kalo salah nomor virtual akun nya kira kira bantu yah kak sama cs nya,negatif
kak cobaaa kamu cekk nomor virtual kamuu soalnya aku barusan cek nomor virtual nya ternyata salah nomor,negatif
bank btn kak hubungin bank btn disuruh nunggu hari menangyss mana dikit jumlah nya,negatif
iyaa kak aku jdnya gagal,negatif
kakak transfer mana kak coba hubungin cs kakak tf,negatif
kak aku masuk shopeepay maupun rekening yallah disuruh nunggu hari capek sekali,negatif
semangat sukses selalu,positif
berarti gagal yahhh kak,negatif
mana nih katanya iphone,negatif
mana nih katanya check out pakai shopeepay bakal iphone,negatif
kak aku jadinya dikembaliin saldo dananya baru masuk,negatif
min cek,positif
huhu makasiii yaaa kak,negatif
waduh berati email kamu subscribe paling telepon sopi minta cancel kalau misal auto payment kalau twitter ngeri banyak bot gaje ‍,negatif
kak daritadi nyariiii huhu bete,negatif
gmail kamu biasanya masuk notif purchase successful al diliat beli apaa,netral
nggakkkk,netral
biasanya kalo kamu langganan gdrive all kamu langganan gdrive,netral
melakukan transaksi tibatiba shopeepay kepotong yah,negatif
terimakasih banyak bu,negatif
iyaa kak aku infoin,netral
siap kak ku infoin,netral
kakkk kaloo masuk saldonya minta infoin gakk soalnyaa aku jarang pakai akun shopeenyaaa,negatif
iya betul disuruh tunggu maksimal jam panik soalnya aku top up nya lumayan,negatif
tadi chat pihak shopee katanya nunggu jam padahal isi saldo tuh mau co,negatif
seriuss kak aku top up jam lewat sekarang dana ku kepotong sppay,positif
iyaa yaa ditunggu jam masa,negatif
huwaaa sama aku top up masuk,positif
eh kak serius aku kaget banget topup gamasuk,negatif
huft menyebalkan nunggu saldo nya jam shopeepay lamaa sekalii,negatif
baik sama sama,positif
status transaksi pending tanggal,netral
hai semuanya kampanye berakhir terima kasih banyak semua membantu menyebarkan berita mendistribusikan hadiah akhir bulan meninjau semua komentar retweet tweet selama akhir pekan,negatif
hai kak maaf atas kendala biaya penanganan shopeepay menerapkan biaya penanganan mengembangkan inovasi teknologi layanan amp optimalisasi fitur memberikan layanan lebih baik kalo pertanyaan infokan via dm stay safehq,negatif
lama banget,negatif
mohon duitnya segera proses hampir jam lalu statusnya si proses terus cepat,negatif
duitku proses mulu jam jam berlalu hubungi cs nya lewat apk malah balasannya template jam operasional bank sudh tutup apaan coba,negatif
orang indonesia sekarang membeli apa beberapa detik kini hadir indonesia mempermudah pembelianpenjualan crypto,negatif
halo pengguna kalo top up maksimal k sekali transaksi biaya kalah jauh kelasnya,netral
kuliah pengguna kalo top up maksimal k sekali transaksi biaya kalah jauh kelasnya,netral
hi kak memahami perasaan kamu baik kak kamu kendala terkait dana pertanyaan keluhan terkait dana move dm ceritakan detailnya thx nz,positif
mencoba cara berikan mengalami kendala mohon menunggu balasan tim via email bantu thanks ef,positif
hi kak maaf atas kendala dialami terkait kendala pembelian token silakan melakukan clear cache amp update dana versi terbaru pastikan jaringan kamu stabil,netral
jelass tiba notif email akun dibatasi lapor katanya akun dipulihkan pas coba dipakai dipakai beli upload shopee video aku bahkan beberapa bulan belanja woyy apasih jelass,negatif
cek dm min,netral
orang indonesia sekarang membeli apa beberapa detik kini hadir indonesia mempermudah pembelianpenjualan crypto,negatif
kapan diprosesnya mengajukan pengembalian dana diproses,negatif
kapan dah lama banget hampir jam,negatif
bakalan direspon terlalu sibuk cari cuan,negatif
bener anjir masa diterima besoknya,positif
cek terbaru helm alv ultron pro ori paket ganteng harga rp dapatkan shopee sekarang,positif
aktif sadar pencet claim pas nyari voucher potongan gratis ongkir pas pesen makanan cara batalinya cek qrt,negatif
iya mbak buat modal nikah,netral
